split,ablation,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
missing_contact_mode_shift,minus_mechanism_classifier,7,168,0.51786,0.45882,0.08929,0.14881,0.34146,0.16783,0.48153,0.56522,0.07183,0.10749,0.29806,0.08548
missing_contact_mode_shift,minus_mechanism_classifier,8,168,0.63690,0.41379,0.07738,0.11905,0.25000,0.16996,0.47569,0.42105,0.06480,0.09446,0.29367,0.25684
missing_contact_mode_shift,minus_mechanism_classifier,9,168,0.62500,0.41727,0.07143,0.11905,0.29167,0.16882,0.47693,0.41935,0.06486,0.09320,0.29067,0.24781
missing_contact_mode_shift,minus_repair_memory,0,168,0.52976,0.52128,0.07738,0.16071,0.47222,0.12015,0.37646,0.69231,0.05748,0.10914,0.26267,0.12114
missing_contact_mode_shift,minus_repair_memory,1,168,0.61905,0.50932,0.06548,0.14286,0.38710,0.12219,0.37223,0.51515,0.05849,0.09328,0.25742,0.24609
missing_contact_mode_shift,minus_repair_memory,2,168,0.60714,0.55738,0.10119,0.10119,0.42857,0.12434,0.37006,0.58333,0.06438,0.10962,0.26216,0.26157
missing_contact_mode_shift,minus_repair_memory,3,168,0.64286,0.54651,0.04762,0.13690,0.31429,0.12213,0.37032,0.64000,0.05420,0.08623,0.26139,0.29046
missing_contact_mode_shift,minus_repair_memory,4,168,0.64286,0.60215,0.05952,0.11905,0.41935,0.12179,0.36842,0.52000,0.05373,0.09276,0.26085,0.30517
missing_contact_mode_shift,minus_repair_memory,5,168,0.63690,0.56647,0.04167,0.10119,0.41026,0.11823,0.36608,0.57895,0.06212,0.07265,0.25618,0.33659
missing_contact_mode_shift,minus_repair_memory,6,168,0.60119,0.57310,0.10714,0.11905,0.40909,0.12511,0.37106,0.46875,0.06593,0.11212,0.25684,0.22872
missing_contact_mode_shift,minus_repair_memory,7,168,0.53571,0.61000,0.08929,0.18452,0.33333,0.11842,0.37296,0.72000,0.05789,0.12251,0.26692,0.08680
missing_contact_mode_shift,minus_repair_memory,8,168,0.59524,0.55319,0.07738,0.13095,0.36585,0.12464,0.36590,0.70968,0.06242,0.10045,0.25616,0.22910
missing_contact_mode_shift,minus_repair_memory,9,168,0.59524,0.52874,0.07143,0.12500,0.27907,0.12275,0.37174,0.61290,0.06218,0.09223,0.26066,0.24136
missing_contact_mode_shift,minus_uncertainty_bloat_index,0,168,0.49405,0.52910,0.17857,0.16071,0.24000,0.16681,0.61857,0.63636,0.06873,0.17821,0.34587,-0.06259
missing_contact_mode_shift,minus_uncertainty_bloat_index,1,168,0.47024,0.50000,0.23214,0.16071,0.45455,0.17190,0.60939,0.52941,0.07730,0.19281,0.32878,-0.11725
missing_contact_mode_shift,minus_uncertainty_bloat_index,2,168,0.42262,0.54118,0.23810,0.17262,0.28571,0.17103,0.61999,0.43333,0.07742,0.20544,0.34215,-0.19112
missing_contact_mode_shift,minus_uncertainty_bloat_index,3,168,0.50595,0.54438,0.23810,0.08929,0.27273,0.17313,0.61550,0.46667,0.07563,0.19322,0.33703,0.00371
missing_contact_mode_shift,minus_uncertainty_bloat_index,4,168,0.50595,0.62637,0.16667,0.13095,0.30000,0.16493,0.60233,0.65385,0.06992,0.16017,0.33448,0.00416
missing_contact_mode_shift,minus_uncertainty_bloat_index,5,168,0.51190,0.50829,0.17857,0.10714,0.24194,0.16827,0.61405,0.50000,0.07730,0.16074,0.34018,0.02862
missing_contact_mode_shift,minus_uncertainty_bloat_index,6,168,0.51786,0.55866,0.23214,0.15476,0.32609,0.17089,0.61083,0.63636,0.07748,0.19562,0.33483,-0.06392
missing_contact_mode_shift,minus_uncertainty_bloat_index,7,168,0.51786,0.60825,0.20238,0.11905,0.36207,0.16445,0.60635,0.54545,0.07938,0.18068,0.33661,0.00149
missing_contact_mode_shift,minus_uncertainty_bloat_index,8,168,0.51786,0.58621,0.19643,0.12500,0.28846,0.16757,0.60428,0.54839,0.07569,0.17082,0.33332,0.00293
missing_contact_mode_shift,minus_uncertainty_bloat_index,9,168,0.55357,0.51807,0.17857,0.11310,0.37931,0.16968,0.60411,0.48148,0.07426,0.15905,0.33019,0.06736
missing_contact_mode_shift,probe_without_repair_memory,0,168,0.57738,0.58564,0.10714,0.12500,0.56250,0.12961,0.42448,0.60526,0.06516,0.11577,0.27558,0.18111
missing_contact_mode_shift,probe_without_repair_memory,1,168,0.55952,0.58889,0.04762,0.14286,0.37500,0.12721,0.41437,0.60000,0.05879,0.08292,0.26822,0.18738
missing_contact_mode_shift,probe_without_repair_memory,2,168,0.58929,0.61878,0.05952,0.11905,0.35484,0.12563,0.41895,0.64865,0.06045,0.08677,0.27193,0.23799
missing_contact_mode_shift,probe_without_repair_memory,3,168,0.63690,0.61878,0.11905,0.10119,0.37500,0.13094,0.41888,0.62069,0.05843,0.12125,0.27309,0.26630
missing_contact_mode_shift,probe_without_repair_memory,4,168,0.62500,0.60417,0.09524,0.10119,0.45833,0.12611,0.42109,0.63636,0.05867,0.10852,0.27467,0.27014
missing_contact_mode_shift,probe_without_repair_memory,5,168,0.65476,0.59218,0.04167,0.13690,0.44737,0.12634,0.41143,0.65854,0.06367,0.07515,0.26557,0.29549
missing_contact_mode_shift,probe_without_repair_memory,6,168,0.62500,0.56383,0.05357,0.13690,0.33333,0.12808,0.41119,0.61111,0.06230,0.08267,0.26905,0.25749
missing_contact_mode_shift,probe_without_repair_memory,7,168,0.54762,0.56989,0.10119,0.16071,0.38462,0.12874,0.43530,0.58065,0.05879,0.12430,0.28081,0.10456
missing_contact_mode_shift,probe_without_repair_memory,8,168,0.52976,0.57143,0.07738,0.15476,0.32353,0.13018,0.41708,0.72222,0.06242,0.09922,0.26937,0.12008
missing_contact_mode_shift,probe_without_repair_memory,9,168,0.57738,0.55056,0.08929,0.15476,0.20000,0.12948,0.42077,0.63889,0.06194,0.11038,0.27402,0.15644
missing_contact_mode_shift,variance_only_bloat_score,0,168,0.41071,0.50867,0.27381,0.09524,0.15385,0.26916,0.62150,0.00000,0.05242,0.23548,0.35592,-0.12831
missing_contact_mode_shift,variance_only_bloat_score,1,168,0.47024,0.49673,0.23214,0.08929,0.40000,0.26939,0.60887,0.25000,0.04909,0.19937,0.33985,-0.02174
missing_contact_mode_shift,variance_only_bloat_score,2,168,0.48810,0.47134,0.26190,0.10119,0.42857,0.27041,0.61259,0.71429,0.05450,0.22151,0.34657,-0.04489
missing_contact_mode_shift,variance_only_bloat_score,3,168,0.47024,0.53086,0.27381,0.09524,0.50000,0.27204,0.60913,0.66667,0.05188,0.22545,0.34077,-0.06064
missing_contact_mode_shift,variance_only_bloat_score,4,168,0.39286,0.50000,0.26786,0.11310,0.09091,0.27226,0.61430,0.40000,0.05284,0.22941,0.35017,-0.16119
missing_contact_mode_shift,variance_only_bloat_score,5,168,0.44048,0.48101,0.28571,0.10714,0.26667,0.27389,0.61410,0.55556,0.05784,0.23431,0.34765,-0.11792
missing_contact_mode_shift,variance_only_bloat_score,6,168,0.50000,0.51572,0.27381,0.05952,0.26667,0.27253,0.61254,0.42857,0.05581,0.21876,0.34504,0.01457
missing_contact_mode_shift,variance_only_bloat_score,7,168,0.40476,0.45977,0.31548,0.11905,0.23529,0.27452,0.62719,0.42857,0.05986,0.26063,0.35569,-0.19806
missing_contact_mode_shift,variance_only_bloat_score,8,168,0.52976,0.44595,0.17262,0.09524,0.26667,0.26743,0.60812,0.50000,0.04504,0.16674,0.34381,0.07332
missing_contact_mode_shift,variance_only_bloat_score,9,168,0.49405,0.51613,0.23214,0.08333,0.45455,0.26927,0.60592,0.33333,0.04891,0.19752,0.33917,0.01123
