stress_axis,stress_level,method,task_success,task_success_ci95,hidden_mechanism_f1,hidden_mechanism_f1_ci95,false_abstention,false_abstention_ci95,unsafe_action,unsafe_action_ci95,repair_precision,repair_precision_ci95,calibration_error,calibration_error_ci95,bloat_index,bloat_index_ci95,probe_efficiency,probe_efficiency_ci95,intervention_cost,intervention_cost_ci95,oracle_regret,oracle_regret_ci95,deployment_risk,deployment_risk_ci95,robust_utility,robust_utility_ci95
sensor_dropout,0.2,active_probe_then_plan,0.56417,0.03644,0.56146,0.03211,0.06167,0.01270,0.17500,0.02123,0.38278,0.07191,0.11419,0.00175,0.34049,0.00475,0.58668,0.03923,0.07873,0.00307,0.11250,0.00921,0.28372,0.00435,0.14651,0.05726
sensor_dropout,0.2,robust_mpc_fallback,0.62750,0.02052,0.12139,0.01947,0.06333,0.00885,0.06750,0.02000,0.10000,0.19600,0.22656,0.00185,0.53815,0.00454,0.23333,0.19600,0.03546,0.00127,0.10161,0.00607,0.26151,0.00293,0.30687,0.04650
sensor_dropout,0.2,residual_dynamics_repair,0.53917,0.03512,0.50298,0.02782,0.08167,0.01611,0.16750,0.02184,0.24591,0.02997,0.15115,0.00190,0.42516,0.00431,0.37308,0.12488,0.05684,0.00262,0.13812,0.01219,0.30261,0.00419,0.09365,0.06235
sensor_dropout,0.2,mechanics_gap_auditor_v5,0.56083,0.03249,0.58282,0.02295,0.07833,0.01382,0.14917,0.02500,0.41706,0.07872,0.11486,0.00254,0.35612,0.00548,0.59184,0.05212,0.06827,0.00218,0.11800,0.00918,0.26866,0.00382,0.16447,0.06606
sensor_dropout,0.2,oracle_mechanics_repair,0.70417,0.01656,0.76555,0.02572,0.04000,0.01027,0.10583,0.01652,0.49498,0.04231,0.09157,0.00138,0.12752,0.00568,0.96032,0.02808,0.08852,0.00301,0.06340,0.00694,0.17248,0.00426,0.46131,0.03487
sensor_dropout,0.4,ensemble_variance_gate,0.38167,0.02698,0.37635,0.03868,0.24666,0.02325,0.15000,0.01917,0.26678,0.18681,0.28117,0.00256,0.62908,0.00348,0.58857,0.23714,0.04545,0.00196,0.27456,0.01045,0.37750,0.00264,-0.23107,0.05454
sensor_dropout,0.4,conformal_risk_gate,0.31250,0.02450,0.21859,0.05055,0.46084,0.03138,0.05250,0.01243,0.23333,0.21338,0.32255,0.00247,0.79982,0.00686,0.42500,0.31033,0.06060,0.00223,0.39375,0.01715,0.38101,0.00380,-0.38103,0.03888
sensor_dropout,0.4,active_probe_then_plan,0.54250,0.02813,0.58368,0.03198,0.05250,0.00845,0.19667,0.01293,0.39810,0.03969,0.11197,0.00190,0.34316,0.00408,0.56237,0.04987,0.07891,0.00356,0.11306,0.00439,0.28650,0.00245,0.10083,0.03819
sensor_dropout,0.4,robust_mpc_fallback,0.60833,0.02942,0.08045,0.02847,0.06083,0.00691,0.07167,0.01198,0.02500,0.04900,0.22616,0.00195,0.54604,0.00474,0.01667,0.03267,0.03526,0.00111,0.10560,0.00483,0.26575,0.00212,0.27968,0.03936
sensor_dropout,0.4,residual_dynamics_repair,0.52416,0.03541,0.46007,0.02859,0.08417,0.01276,0.16333,0.03167,0.27056,0.05067,0.15099,0.00119,0.43819,0.00596,0.42098,0.11445,0.05708,0.00256,0.14228,0.01033,0.30826,0.00482,0.07714,0.07571
sensor_dropout,0.4,mechanics_gap_auditor_v5,0.55917,0.01623,0.56270,0.01698,0.07916,0.00886,0.15583,0.01670,0.35387,0.03563,0.11500,0.00178,0.36889,0.00252,0.57312,0.06046,0.06779,0.00226,0.12621,0.00637,0.27713,0.00206,0.14697,0.03360
sensor_dropout,0.4,oracle_mechanics_repair,0.66083,0.02755,0.76057,0.01571,0.05083,0.01101,0.11333,0.01825,0.45073,0.03728,0.09228,0.00098,0.14080,0.00522,0.94801,0.03901,0.08940,0.00220,0.07622,0.00836,0.18324,0.00306,0.39396,0.04349
sensor_dropout,0.6,ensemble_variance_gate,0.40583,0.03725,0.36219,0.03791,0.23833,0.03331,0.14167,0.01978,0.18413,0.10064,0.28060,0.00246,0.63453,0.00505,0.27500,0.14090,0.04606,0.00239,0.27560,0.01844,0.37880,0.00326,-0.19493,0.06069
sensor_dropout,0.6,conformal_risk_gate,0.30417,0.01810,0.19737,0.03174,0.43667,0.02821,0.07917,0.00982,0.10000,0.19600,0.32114,0.00298,0.80392,0.00412,0.12000,0.13001,0.05966,0.00217,0.38804,0.01398,0.38309,0.00284,-0.41010,0.04407
sensor_dropout,0.6,active_probe_then_plan,0.53417,0.03672,0.58286,0.01626,0.07250,0.02259,0.18416,0.02073,0.38278,0.04307,0.11461,0.00161,0.35218,0.00607,0.53752,0.04432,0.07743,0.00235,0.12892,0.01723,0.29118,0.00454,0.08993,0.06386
sensor_dropout,0.6,robust_mpc_fallback,0.58250,0.01252,0.06600,0.03016,0.05750,0.01605,0.08667,0.01382,0.00000,0.00000,0.22638,0.00157,0.55194,0.00452,0.05000,0.09800,0.03471,0.00113,0.10807,0.00972,0.26759,0.00284,0.23401,0.02616
sensor_dropout,0.6,residual_dynamics_repair,0.53417,0.02251,0.45816,0.05925,0.08750,0.01952,0.15583,0.02205,0.26021,0.05892,0.15182,0.00174,0.44436,0.00676,0.45928,0.11705,0.05652,0.00235,0.14843,0.01087,0.30990,0.00379,0.09070,0.04938
sensor_dropout,0.6,mechanics_gap_auditor_v5,0.53667,0.02011,0.57011,0.02025,0.09083,0.01549,0.14500,0.02714,0.35515,0.04826,0.11642,0.00163,0.37403,0.00574,0.61606,0.06201,0.06912,0.00299,0.13158,0.00999,0.27740,0.00403,0.12849,0.05264
sensor_dropout,0.6,oracle_mechanics_repair,0.63916,0.01723,0.74641,0.02033,0.07167,0.01382,0.11917,0.01979,0.44059,0.02745,0.09384,0.00100,0.15135,0.00339,0.91881,0.03832,0.08928,0.00258,0.09220,0.00498,0.18831,0.00181,0.34552,0.02369
sensor_dropout,0.8,ensemble_variance_gate,0.36917,0.02543,0.34353,0.02311,0.23000,0.03296,0.15000,0.02483,0.35333,0.10887,0.27979,0.00346,0.64383,0.00479,0.29833,0.16488,0.04558,0.00311,0.28104,0.01823,0.38319,0.00451,-0.24316,0.04406
sensor_dropout,0.8,conformal_risk_gate,0.28417,0.02536,0.16235,0.02786,0.43000,0.03129,0.07917,0.01656,0.05000,0.09800,0.32077,0.00312,0.81380,0.00396,0.15000,0.15742,0.06056,0.00192,0.39642,0.01522,0.38846,0.00469,-0.43393,0.04216
sensor_dropout,0.8,active_probe_then_plan,0.51417,0.03470,0.54509,0.02546,0.06667,0.01089,0.20583,0.01918,0.34194,0.05731,0.11425,0.00198,0.36807,0.00449,0.51142,0.04949,0.07897,0.00220,0.13243,0.00857,0.29944,0.00398,0.03895,0.05792
sensor_dropout,0.8,robust_mpc_fallback,0.59667,0.02964,0.03105,0.01172,0.05334,0.01094,0.07500,0.01288,0.15000,0.20917,0.22662,0.00162,0.56139,0.00463,0.03333,0.06533,0.03460,0.00083,0.11170,0.01020,0.27163,0.00359,0.26039,0.04355
sensor_dropout,0.8,residual_dynamics_repair,0.51500,0.03871,0.44101,0.03599,0.07750,0.01579,0.17750,0.03240,0.26814,0.06834,0.15234,0.00169,0.45096,0.00401,0.44109,0.08402,0.05754,0.00211,0.15165,0.01197,0.31476,0.00241,0.04532,0.08120
sensor_dropout,0.8,mechanics_gap_auditor_v5,0.53917,0.02953,0.56772,0.02174,0.08417,0.01321,0.14250,0.01450,0.32618,0.03767,0.11719,0.00220,0.38482,0.00535,0.51952,0.04318,0.06618,0.00247,0.13741,0.00857,0.28527,0.00466,0.13240,0.04629
sensor_dropout,0.8,oracle_mechanics_repair,0.62500,0.02634,0.74617,0.02038,0.05833,0.01334,0.12083,0.02326,0.44207,0.02182,0.09293,0.00161,0.15925,0.00462,0.90193,0.04090,0.08691,0.00254,0.09101,0.00676,0.19350,0.00468,0.33435,0.04889
sensor_dropout,1.0,ensemble_variance_gate,0.37084,0.02486,0.32768,0.02717,0.22500,0.02232,0.16083,0.01335,0.09000,0.11850,0.28070,0.00242,0.65157,0.00393,0.29833,0.17247,0.04579,0.00244,0.28362,0.01366,0.38825,0.00292,-0.25618,0.03893
sensor_dropout,1.0,conformal_risk_gate,0.28917,0.02531,0.15288,0.02031,0.40333,0.02954,0.07583,0.01813,0.15000,0.20917,0.31895,0.00276,0.81722,0.00407,0.34167,0.24159,0.05857,0.00230,0.38585,0.01517,0.39074,0.00378,-0.40832,0.05041
sensor_dropout,1.0,active_probe_then_plan,0.52333,0.02930,0.57344,0.02881,0.06583,0.01299,0.19667,0.02312,0.33368,0.03106,0.11484,0.00124,0.36909,0.00493,0.56305,0.03505,0.07763,0.00313,0.13631,0.01025,0.30206,0.00421,0.05835,0.04660
sensor_dropout,1.0,robust_mpc_fallback,0.61000,0.03191,0.00734,0.00735,0.03917,0.00945,0.08417,0.01490,0.00000,0.00000,0.22584,0.00118,0.56708,0.00464,0.17500,0.20725,0.03363,0.00096,0.10712,0.00856,0.27557,0.00272,0.26942,0.04798
sensor_dropout,1.0,residual_dynamics_repair,0.49500,0.03305,0.42511,0.03175,0.06750,0.01204,0.18250,0.02029,0.25020,0.05079,0.15164,0.00185,0.46103,0.00643,0.47564,0.07148,0.05571,0.00210,0.15276,0.00897,0.31908,0.00485,0.02084,0.05856
sensor_dropout,1.0,mechanics_gap_auditor_v5,0.51417,0.03487,0.54920,0.03674,0.07083,0.00886,0.18667,0.03101,0.33121,0.05789,0.11585,0.00183,0.39163,0.00649,0.57347,0.06726,0.07035,0.00315,0.13552,0.00827,0.28861,0.00455,0.05580,0.07052
sensor_dropout,1.0,oracle_mechanics_repair,0.62583,0.02967,0.74907,0.02124,0.05083,0.01204,0.10667,0.01945,0.44262,0.03146,0.09308,0.00114,0.16547,0.00440,0.89431,0.03299,0.08767,0.00236,0.08588,0.00998,0.19608,0.00404,0.35659,0.05528
latency_hysteresis,0.0,ensemble_variance_gate,0.42000,0.03278,0.38416,0.04263,0.23917,0.03409,0.14250,0.03026,0.25746,0.12172,0.28055,0.00387,0.61010,0.00449,0.43167,0.20594,0.04616,0.00284,0.25410,0.01768,0.36504,0.00330,-0.16569,0.05903
latency_hysteresis,0.0,conformal_risk_gate,0.31000,0.03747,0.30106,0.04375,0.45417,0.02965,0.07333,0.01930,0.22500,0.16160,0.32182,0.00228,0.77764,0.00613,0.20000,0.21669,0.05955,0.00221,0.37445,0.01851,0.36906,0.00408,-0.39134,0.06538
latency_hysteresis,0.0,active_probe_then_plan,0.57333,0.03433,0.59602,0.02807,0.05917,0.01204,0.18583,0.02178,0.39424,0.05656,0.11269,0.00203,0.32662,0.00607,0.56759,0.03883,0.07856,0.00301,0.10573,0.00869,0.27637,0.00478,0.15025,0.05588
latency_hysteresis,0.0,robust_mpc_fallback,0.61917,0.02298,0.15659,0.02415,0.05583,0.00975,0.06167,0.01403,0.09167,0.09255,0.22708,0.00138,0.52654,0.00594,0.15000,0.20917,0.03471,0.00125,0.09159,0.00700,0.25531,0.00305,0.31720,0.03541
latency_hysteresis,0.0,residual_dynamics_repair,0.53167,0.02930,0.47652,0.03324,0.08500,0.01351,0.17917,0.02274,0.29862,0.04103,0.15234,0.00257,0.41906,0.00495,0.49342,0.07446,0.05943,0.00252,0.13207,0.00893,0.29523,0.00321,0.07367,0.06032
latency_hysteresis,0.0,mechanics_gap_auditor_v5,0.57416,0.02464,0.61411,0.02738,0.08500,0.01083,0.14667,0.01173,0.37630,0.05972,0.11554,0.00189,0.34398,0.00527,0.66526,0.06751,0.06914,0.00245,0.11600,0.00874,0.26227,0.00445,0.18195,0.03939
latency_hysteresis,0.0,oracle_mechanics_repair,0.68333,0.02722,0.75803,0.02268,0.05500,0.01673,0.11250,0.01638,0.45462,0.04825,0.09016,0.00162,0.12630,0.00527,0.95290,0.02831,0.08838,0.00155,0.07290,0.01119,0.17398,0.00345,0.42151,0.04843
latency_hysteresis,0.2,ensemble_variance_gate,0.42167,0.02401,0.39356,0.02934,0.25750,0.01813,0.11417,0.01522,0.20214,0.07993,0.28127,0.00257,0.61098,0.00311,0.40214,0.17370,0.04750,0.00184,0.26652,0.00985,0.36892,0.00244,-0.14312,0.03709
latency_hysteresis,0.2,conformal_risk_gate,0.31500,0.01555,0.28228,0.04211,0.46000,0.02899,0.05917,0.01179,0.23333,0.13067,0.32089,0.00289,0.77804,0.00458,0.20000,0.19960,0.06082,0.00282,0.38024,0.01821,0.37152,0.00308,-0.37438,0.03084
latency_hysteresis,0.2,active_probe_then_plan,0.56250,0.02747,0.57318,0.03202,0.05583,0.01005,0.20167,0.01517,0.39398,0.06991,0.11300,0.00149,0.32917,0.00466,0.59541,0.04053,0.07707,0.00285,0.11001,0.00766,0.27871,0.00295,0.11896,0.04678
latency_hysteresis,0.2,robust_mpc_fallback,0.61667,0.02634,0.15039,0.01849,0.05750,0.01276,0.07500,0.01687,0.15000,0.20917,0.22505,0.00108,0.52582,0.00529,0.25000,0.22448,0.03453,0.00120,0.09702,0.00796,0.25694,0.00299,0.29510,0.04984
latency_hysteresis,0.2,residual_dynamics_repair,0.53833,0.02568,0.49213,0.02446,0.07250,0.01421,0.15917,0.02452,0.24593,0.04306,0.14996,0.00101,0.41723,0.00302,0.55667,0.10654,0.05683,0.00293,0.12786,0.01020,0.29866,0.00288,0.11420,0.04641
latency_hysteresis,0.2,mechanics_gap_auditor_v5,0.57333,0.02346,0.58797,0.04080,0.08000,0.01525,0.13917,0.02023,0.38491,0.02504,0.11545,0.00164,0.34686,0.00620,0.64392,0.03210,0.06837,0.00204,0.11627,0.00657,0.26521,0.00270,0.19206,0.03686
latency_hysteresis,0.2,oracle_mechanics_repair,0.66083,0.03427,0.76927,0.02840,0.07083,0.02055,0.09917,0.01365,0.46776,0.02728,0.09483,0.00116,0.12252,0.00732,0.91832,0.02562,0.09027,0.00233,0.08227,0.01489,0.17326,0.00431,0.40478,0.06234
latency_hysteresis,0.4,ensemble_variance_gate,0.39167,0.02150,0.41706,0.03824,0.24167,0.01978,0.14833,0.01415,0.19976,0.12385,0.27716,0.00220,0.61194,0.00437,0.34762,0.16052,0.04646,0.00213,0.27075,0.01243,0.37395,0.00308,-0.21055,0.03513
latency_hysteresis,0.4,conformal_risk_gate,0.31417,0.01688,0.24005,0.03331,0.44583,0.02533,0.06167,0.01655,0.05000,0.09800,0.31854,0.00236,0.78582,0.00364,0.12333,0.12550,0.06147,0.00210,0.38663,0.01084,0.37963,0.00233,-0.37723,0.02954
latency_hysteresis,0.4,active_probe_then_plan,0.54417,0.02285,0.60008,0.03002,0.06416,0.01579,0.18167,0.02676,0.37688,0.06200,0.11187,0.00178,0.32867,0.00419,0.55741,0.04607,0.07986,0.00198,0.11727,0.01018,0.28525,0.00234,0.11785,0.05350
latency_hysteresis,0.4,robust_mpc_fallback,0.61417,0.02460,0.14755,0.03454,0.05833,0.01242,0.07250,0.01502,0.11667,0.12930,0.22254,0.00137,0.52900,0.00250,0.11667,0.11978,0.03561,0.00136,0.10349,0.00833,0.26186,0.00161,0.29121,0.03950
latency_hysteresis,0.4,residual_dynamics_repair,0.51250,0.02401,0.50842,0.03298,0.06917,0.01335,0.18833,0.02261,0.27577,0.05780,0.14763,0.00154,0.41738,0.00562,0.50240,0.07548,0.05657,0.00233,0.13518,0.01018,0.30332,0.00444,0.05016,0.05257
latency_hysteresis,0.4,mechanics_gap_auditor_v5,0.54917,0.02916,0.62004,0.02960,0.09583,0.01361,0.14750,0.02496,0.39124,0.03731,0.11535,0.00141,0.34715,0.00453,0.61854,0.07005,0.07104,0.00286,0.13026,0.00959,0.27032,0.00238,0.14311,0.05903
latency_hysteresis,0.4,oracle_mechanics_repair,0.66667,0.03080,0.76460,0.01861,0.05167,0.01307,0.11000,0.02020,0.48730,0.03701,0.09496,0.00129,0.12301,0.00466,0.97328,0.02566,0.08814,0.00301,0.07367,0.00921,0.17639,0.00428,0.41012,0.05474
latency_hysteresis,0.6,ensemble_variance_gate,0.37500,0.02860,0.41485,0.03442,0.26083,0.01839,0.15834,0.02495,0.25508,0.06356,0.27830,0.00211,0.60945,0.00597,0.47810,0.09393,0.04920,0.00202,0.28400,0.00998,0.37064,0.00388,-0.25448,0.05242
latency_hysteresis,0.6,conformal_risk_gate,0.30000,0.03031,0.24104,0.04519,0.44417,0.02612,0.07500,0.01902,0.30000,0.29939,0.31745,0.00179,0.78159,0.00453,0.17500,0.20725,0.06027,0.00231,0.38629,0.01764,0.37654,0.00399,-0.40559,0.05520
latency_hysteresis,0.6,active_probe_then_plan,0.55083,0.03838,0.59201,0.02996,0.05083,0.00893,0.19583,0.02084,0.37457,0.04261,0.11387,0.00110,0.32664,0.00465,0.59725,0.04811,0.07910,0.00320,0.11165,0.00816,0.28472,0.00349,0.11615,0.06278
latency_hysteresis,0.6,robust_mpc_fallback,0.60250,0.02766,0.15981,0.03300,0.05917,0.01101,0.06833,0.02092,0.20000,0.26133,0.22370,0.00141,0.52543,0.00555,0.06667,0.08711,0.03532,0.00089,0.10367,0.01013,0.26183,0.00266,0.28538,0.05905
latency_hysteresis,0.6,residual_dynamics_repair,0.52000,0.02521,0.48687,0.02651,0.08750,0.02364,0.17167,0.01382,0.31713,0.03287,0.15066,0.00202,0.41636,0.00496,0.46556,0.10784,0.05552,0.00214,0.14136,0.01452,0.30039,0.00410,0.06808,0.03533
latency_hysteresis,0.6,mechanics_gap_auditor_v5,0.56417,0.03383,0.59737,0.04097,0.08250,0.02211,0.17167,0.01920,0.37410,0.03014,0.11656,0.00241,0.34549,0.00620,0.67876,0.04578,0.06953,0.00273,0.12379,0.01325,0.26932,0.00329,0.13777,0.06199
latency_hysteresis,0.6,oracle_mechanics_repair,0.64417,0.02973,0.73505,0.02187,0.05333,0.00980,0.12750,0.01521,0.42526,0.02764,0.09471,0.00129,0.13069,0.00349,0.96864,0.02182,0.09116,0.00204,0.07993,0.00831,0.18321,0.00246,0.35906,0.04379
latency_hysteresis,0.8,ensemble_variance_gate,0.39416,0.03099,0.45266,0.02903,0.23084,0.02819,0.15917,0.02957,0.27191,0.12895,0.27145,0.00228,0.60817,0.00372,0.34917,0.11734,0.04749,0.00216,0.27650,0.01526,0.37784,0.00349,-0.21858,0.05765
latency_hysteresis,0.8,conformal_risk_gate,0.29167,0.03595,0.28301,0.03603,0.41083,0.03427,0.09000,0.01477,0.10000,0.19600,0.31050,0.00241,0.78009,0.00451,0.33500,0.23559,0.06049,0.00342,0.39037,0.02355,0.38375,0.00378,-0.41916,0.06528
latency_hysteresis,0.8,active_probe_then_plan,0.52417,0.03532,0.64610,0.03166,0.06417,0.01597,0.20167,0.02528,0.36013,0.03483,0.11334,0.00160,0.32377,0.00502,0.63453,0.02742,0.07939,0.00403,0.12754,0.01085,0.29090,0.00405,0.06975,0.06672
latency_hysteresis,0.8,robust_mpc_fallback,0.57417,0.02705,0.15735,0.02353,0.06500,0.01056,0.08583,0.01335,0.11667,0.15438,0.21967,0.00186,0.53093,0.00446,0.21167,0.12680,0.03648,0.00120,0.11658,0.00854,0.26787,0.00317,0.22483,0.04031
latency_hysteresis,0.8,residual_dynamics_repair,0.48750,0.01601,0.51816,0.03390,0.09666,0.02011,0.18416,0.02834,0.28866,0.05862,0.14776,0.00150,0.41805,0.00391,0.48290,0.12937,0.05949,0.00274,0.15876,0.01020,0.30901,0.00313,0.00625,0.03427
latency_hysteresis,0.8,mechanics_gap_auditor_v5,0.52667,0.03265,0.61952,0.02512,0.09667,0.01809,0.17500,0.01739,0.37084,0.05119,0.11595,0.00164,0.34924,0.00588,0.66029,0.08082,0.07010,0.00331,0.14626,0.01204,0.27891,0.00455,0.07838,0.05320
latency_hysteresis,0.8,oracle_mechanics_repair,0.66417,0.02311,0.77913,0.01589,0.06083,0.01378,0.12250,0.01807,0.50083,0.03521,0.09927,0.00202,0.12027,0.00414,0.96056,0.02324,0.09158,0.00248,0.08134,0.00848,0.18248,0.00370,0.38408,0.04231
latency_hysteresis,1.0,ensemble_variance_gate,0.39833,0.01395,0.38996,0.05352,0.22250,0.02038,0.14416,0.01757,0.29571,0.14663,0.27065,0.00209,0.61326,0.00432,0.27381,0.13807,0.04793,0.00255,0.28320,0.01236,0.38011,0.00279,-0.19649,0.03206
latency_hysteresis,1.0,conformal_risk_gate,0.28333,0.03061,0.29471,0.03045,0.39583,0.02747,0.08417,0.01365,0.16000,0.21708,0.30931,0.00183,0.77749,0.00508,0.20000,0.21669,0.06087,0.00262,0.39435,0.01942,0.38354,0.00310,-0.41464,0.04652
latency_hysteresis,1.0,active_probe_then_plan,0.51250,0.03471,0.61514,0.03408,0.05667,0.01056,0.20833,0.02744,0.41718,0.05619,0.11348,0.00177,0.32270,0.00728,0.60317,0.08460,0.08039,0.00253,0.12843,0.00952,0.28923,0.00441,0.05271,0.07206
latency_hysteresis,1.0,robust_mpc_fallback,0.56167,0.02111,0.16499,0.04380,0.05917,0.01529,0.09500,0.01776,0.45000,0.27568,0.21784,0.00152,0.52707,0.00386,0.09167,0.09255,0.03577,0.00168,0.11874,0.01047,0.26901,0.00223,0.20383,0.02837
latency_hysteresis,1.0,residual_dynamics_repair,0.51000,0.02189,0.51316,0.02554,0.06833,0.01536,0.18333,0.01789,0.29965,0.05010,0.14619,0.00154,0.41790,0.00396,0.47875,0.08649,0.05688,0.00218,0.15253,0.01336,0.30989,0.00286,0.04623,0.05087
latency_hysteresis,1.0,mechanics_gap_auditor_v5,0.52083,0.02195,0.62702,0.02907,0.07417,0.01429,0.17917,0.02426,0.39061,0.05253,0.11546,0.00118,0.34379,0.00490,0.70910,0.08063,0.07127,0.00178,0.13024,0.01062,0.27596,0.00359,0.08583,0.04276
latency_hysteresis,1.0,oracle_mechanics_repair,0.64000,0.02383,0.77438,0.02227,0.05333,0.01222,0.12833,0.01858,0.49666,0.03601,0.09996,0.00142,0.12018,0.00522,0.93199,0.02827,0.08962,0.00180,0.08353,0.00718,0.18355,0.00405,0.35567,0.04503
hidden_fixture_rate,0.0,ensemble_variance_gate,0.39583,0.02580,0.42932,0.02409,0.25833,0.01540,0.14000,0.01555,0.18619,0.10797,0.28122,0.00256,0.61180,0.00375,0.40679,0.14341,0.04757,0.00137,0.26805,0.00751,0.36877,0.00353,-0.20257,0.03507
hidden_fixture_rate,0.0,conformal_risk_gate,0.33166,0.02551,0.25922,0.03656,0.44083,0.02916,0.05583,0.01290,0.20000,0.17422,0.32038,0.00153,0.78273,0.00520,0.10000,0.19600,0.05819,0.00204,0.36544,0.01998,0.37198,0.00410,-0.33873,0.05428
hidden_fixture_rate,0.0,active_probe_then_plan,0.57250,0.02052,0.57745,0.02717,0.05083,0.01179,0.19500,0.01981,0.39905,0.04885,0.11183,0.00194,0.32959,0.00532,0.55424,0.06268,0.07722,0.00265,0.10465,0.00681,0.27951,0.00422,0.14179,0.04168
hidden_fixture_rate,0.0,robust_mpc_fallback,0.62000,0.02591,0.13544,0.02421,0.04667,0.01600,0.07667,0.01867,0.33333,0.25303,0.22565,0.00219,0.52673,0.00392,0.18333,0.14970,0.03421,0.00140,0.08853,0.00966,0.25491,0.00287,0.30490,0.04816
hidden_fixture_rate,0.0,residual_dynamics_repair,0.51667,0.02471,0.53705,0.02896,0.08250,0.01924,0.16250,0.02438,0.27978,0.04621,0.15082,0.00170,0.41640,0.00385,0.43458,0.10581,0.05683,0.00224,0.13197,0.01219,0.29723,0.00348,0.08226,0.05316
hidden_fixture_rate,0.0,mechanics_gap_auditor_v5,0.57167,0.01793,0.61732,0.02804,0.09750,0.01790,0.14000,0.01110,0.38202,0.03667,0.11648,0.00161,0.34544,0.00362,0.62877,0.03517,0.07160,0.00259,0.12279,0.01090,0.26381,0.00244,0.17790,0.02691
hidden_fixture_rate,0.0,oracle_mechanics_repair,0.69333,0.01307,0.77739,0.01634,0.05500,0.01010,0.09500,0.01067,0.49403,0.03447,0.09176,0.00149,0.12030,0.00413,0.96893,0.02284,0.08897,0.00200,0.07011,0.00607,0.16983,0.00325,0.45613,0.02447
hidden_fixture_rate,0.2,ensemble_variance_gate,0.36583,0.03006,0.41241,0.03857,0.26083,0.02009,0.15667,0.02255,0.29167,0.09899,0.27756,0.00204,0.61842,0.00504,0.33333,0.19930,0.04734,0.00192,0.28098,0.01298,0.37664,0.00378,-0.26212,0.05711
hidden_fixture_rate,0.2,conformal_risk_gate,0.32500,0.02634,0.25798,0.04968,0.42333,0.02063,0.07583,0.01970,0.29000,0.13105,0.31587,0.00191,0.78515,0.00518,0.43167,0.24331,0.05887,0.00195,0.36829,0.01350,0.38030,0.00398,-0.36471,0.06036
hidden_fixture_rate,0.2,active_probe_then_plan,0.56083,0.02963,0.61324,0.03914,0.06333,0.01067,0.18333,0.01739,0.44303,0.08205,0.11106,0.00101,0.32903,0.00692,0.62616,0.03991,0.07808,0.00330,0.11633,0.00882,0.28461,0.00416,0.13371,0.05692
hidden_fixture_rate,0.2,robust_mpc_fallback,0.60833,0.02645,0.15840,0.03777,0.06417,0.01723,0.07417,0.01813,0.25000,0.26337,0.22293,0.00152,0.53504,0.00606,0.18333,0.19600,0.03574,0.00140,0.10641,0.01217,0.26299,0.00375,0.27762,0.05207
hidden_fixture_rate,0.2,residual_dynamics_repair,0.53250,0.03074,0.50584,0.02481,0.08583,0.01063,0.17333,0.02709,0.28602,0.04655,0.14791,0.00149,0.42382,0.00295,0.52452,0.07204,0.05761,0.00246,0.14251,0.00832,0.30579,0.00377,0.07598,0.05786
hidden_fixture_rate,0.2,mechanics_gap_auditor_v5,0.53583,0.01823,0.62853,0.03316,0.08417,0.01204,0.16417,0.01773,0.38637,0.04743,0.11336,0.00118,0.34956,0.00392,0.62567,0.07283,0.06925,0.00330,0.12644,0.00859,0.27213,0.00310,0.11582,0.02428
hidden_fixture_rate,0.2,oracle_mechanics_repair,0.68167,0.02575,0.79724,0.02119,0.04917,0.01276,0.10000,0.01669,0.54095,0.02815,0.09466,0.00203,0.11443,0.00561,0.97375,0.02658,0.09130,0.00252,0.06855,0.00811,0.17013,0.00334,0.44244,0.04492
hidden_fixture_rate,0.4,ensemble_variance_gate,0.33667,0.02974,0.41100,0.02755,0.27083,0.01997,0.16917,0.02460,0.34554,0.12474,0.27425,0.00202,0.62771,0.00499,0.26524,0.19495,0.04888,0.00165,0.30219,0.01286,0.38633,0.00325,-0.32405,0.05675
hidden_fixture_rate,0.4,conformal_risk_gate,0.27917,0.02725,0.25803,0.03907,0.45583,0.03339,0.08583,0.01290,0.14000,0.14073,0.31406,0.00358,0.79843,0.00435,0.28333,0.25791,0.06074,0.00264,0.40294,0.02003,0.39197,0.00246,-0.45757,0.04678
hidden_fixture_rate,0.4,active_probe_then_plan,0.56167,0.02521,0.64044,0.02677,0.05083,0.00987,0.19167,0.02008,0.46853,0.03987,0.10741,0.00130,0.33158,0.00494,0.60997,0.05242,0.07814,0.00231,0.11521,0.00782,0.29119,0.00438,0.12952,0.05277
hidden_fixture_rate,0.4,robust_mpc_fallback,0.57916,0.04069,0.16454,0.02927,0.06333,0.01544,0.09250,0.01780,0.12500,0.13168,0.21893,0.00180,0.54502,0.00377,0.05000,0.09800,0.03595,0.00141,0.11589,0.01152,0.27076,0.00287,0.21878,0.07029
hidden_fixture_rate,0.4,residual_dynamics_repair,0.51250,0.02339,0.51841,0.03066,0.07167,0.02338,0.19417,0.01312,0.33214,0.04321,0.14313,0.00255,0.42689,0.00634,0.51423,0.05844,0.05687,0.00328,0.14548,0.01480,0.31291,0.00434,0.03435,0.03714
hidden_fixture_rate,0.4,mechanics_gap_auditor_v5,0.55000,0.01193,0.67279,0.02868,0.09667,0.00980,0.16417,0.01670,0.40417,0.05742,0.11090,0.00140,0.35236,0.00411,0.69790,0.03683,0.07174,0.00219,0.14160,0.00496,0.28063,0.00294,0.11595,0.02482
